model,soc,soh,battery_temp,battery_capacity_kwh,model_cluster
emeya r,47.63124488482076,92.48914486549472,28.476389113847898,98.9,3
emeya r,47.63124488482076,92.48889270381927,28.53761260195217,98.9,3
ev6 gt,36.22718702664413,92.48838683660158,35.04224046976006,80.0,0
ev6 gt,24.881183900659927,92.48791156215572,34.19505498099037,80.0,0
ev6 gt,24.881183900659927,92.48767561010348,29.11493577355309,80.0,0
ev6 gt,24.881183900659927,92.48742610003552,32.833629416031,80.0,0
ev6 gt,24.881183900659927,92.48718391905211,30.547630742698164,80.0,0
ev6 gt,24.881183900659927,92.4869303830374,29.76558930068484,80.0,0
ev6 gt,24.881183900659927,92.4866923013276,30.567893552791222,80.0,0
ev6 gt,24.881183900659927,92.48645685039226,26.939166972692465,80.0,0
ev6 gt,24.881183900659927,92.48622426654543,30.5685607123374,80.0,0
ev6 gt,24.881183900659927,92.48598200936918,32.04513822651928,80.0,0
ev6 gt,24.881183900659927,92.48574326779116,32.08827705831495,80.0,0
3 long range performance,80.0,92.48504394401076,33.77316690186488,107.0,4
i5 xdrive40 touring (my25),68.80313510749389,92.48454973076906,32.651240587387505,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48430773500502,30.798375437004005,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48405939773303,27.491442643740605,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48380708856764,28.48240387018648,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48355777271595,29.367945327627908,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48331847322316,32.03286746331078,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48308828902996,31.22559133485259,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48285416223725,28.860451019919545,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48260978309496,28.97055911093053,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.4823765734218,28.455560830935458,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.48214099784845,34.114329362647354,81.2,1
i5 xdrive40 touring (my25),68.80313510749389,92.4818963188708,31.513811934108404,81.2,1
mustang mach-e er awd (my25),59.01897435474998,92.4813885402306,36.8144393373688,88.0,2
emeya r,48.32596557825315,92.48091696003463,38.93984486948144,98.9,3
emeya r,48.32596557825315,92.48068502014635,28.541660379168952,98.9,3
emeya r,48.32596557825315,92.48045424566163,29.55157577551158,98.9,3
emeya r,48.32596557825315,92.48021993257352,34.76622685945602,98.9,3
emeya r,48.32596557825315,92.4799844095938,33.45562456309816,98.9,3
emeya r,48.32596557825315,92.47974477914588,29.96259047069658,98.9,3
emeya r,48.32596557825315,92.47949279567234,37.04661978644029,98.9,3
emeya r,48.32596557825315,92.47925680193926,32.47508150662146,98.9,3
emeya r,48.32596557825315,92.47900853102232,31.142780728870637,98.9,3
emeya r,48.32596557825315,92.47877712221782,30.153851463393902,98.9,3
ev6 gt,37.0409883049786,92.4782934774568,35.14124077989644,80.0,0
ev6 gt,26.147859586203698,92.47780321334352,33.93694682662971,80.0,0
ev6 gt,26.147859586203698,92.47755037662574,30.026420039067045,80.0,0
ev6 gt,26.147859586203698,92.47731171207104,27.38611792640929,80.0,0
ev6 gt,26.147859586203698,92.4770586417952,28.60100125070161,80.0,0
ev6 gt,26.147859586203698,92.476828681996,28.33248059675429,80.0,0
ev6 gt,26.147859586203698,92.4765765094394,29.389632661516,80.0,0
ev6 gt,26.147859586203698,92.47632679877128,29.71911195371102,80.0,0
ev6 gt,26.147859586203698,92.47607396260848,29.331021145083103,80.0,0
ev6 gt,26.147859586203698,92.47582642870636,27.90202596714738,80.0,0
ev6 gt,26.147859586203698,92.4755738139078,30.57819911119713,80.0,0
ev6 gt,26.147859586203698,92.4753288066486,29.535879154228244,80.0,0
ev6 gt,26.147859586203698,92.47509354054698,28.614050208733666,80.0,0
ev6 gt,26.147859586203698,92.47484997048736,29.71504223431566,80.0,0
ev6 gt,26.147859586203698,92.4746171998999,29.2835012897037,80.0,0
ev6 gt,26.147859586203698,92.47436850477072,27.563660994679243,80.0,0
ev6 gt,26.147859586203698,92.4741173026398,30.02122352206429,80.0,0
3 long range performance,80.0,92.47344078667597,37.7755554672263,107.0,4
i5 xdrive40 touring (my25),69.20899239982793,92.47294560077756,40.37370450353714,81.2,1
i5 xdrive40 touring (my25),69.20899239982793,92.47271128246518,32.39539996513474,81.2,1
i5 xdrive40 touring (my25),69.20899239982793,92.47246044947008,25.64553112119177,81.2,1
i5 xdrive40 touring (my25),69.20899239982793,92.4722121936322,28.806162541391075,81.2,1
mustang mach-e er awd (my25),57.49059562149695,92.47171519661588,35.33468016673891,88.0,2
emeya r,47.210860789887406,92.47122606257476,39.457281035924105,98.9,3
ev6 gt,37.12871362812907,92.47072220666594,36.000610931942475,80.0,0
ev6 gt,37.12871362812907,92.47048640837184,28.026191660894582,80.0,0
ev6 gt,37.12871362812907,92.4702408351762,25.521505462469847,80.0,0
ev6 gt,37.12871362812907,92.46999473724485,31.531459017718063,80.0,0
ev6 gt,37.12871362812907,92.46974210860492,30.43070353322833,80.0,0
ev6 gt,37.12871362812907,92.46950633680026,26.375443736925288,80.0,0
ev6 gt,37.12871362812907,92.4692616013998,31.753635669372656,80.0,0
ev6 gt,37.12871362812907,92.4690232679253,30.311008870418107,80.0,0
ev6 gt,37.12871362812907,92.46878203756371,31.86910612946776,80.0,0
ev6 gt,37.12871362812907,92.4685452872642,28.017565582122437,80.0,0
ev6 gt,37.12871362812907,92.46831193220636,31.28461588555852,80.0,0
ev6 gt,37.12871362812907,92.46807302982808,27.48202793411213,80.0,0
ev6 gt,37.12871362812907,92.46783250993796,29.5113841851406,80.0,0
ev6 gt,37.12871362812907,92.46759594931731,32.44481874258725,80.0,0
ev6 gt,37.12871362812907,92.4673421047977,26.53992115646478,80.0,0
ev6 gt,37.12871362812907,92.46709408054453,31.84813273761444,80.0,0
ev6 gt,37.12871362812907,92.46685996123128,28.13224234741873,80.0,0
ev6 gt,26.1136659071792,92.4663900083352,34.164848027418074,80.0,0
3 long range performance,80.0,92.46569861322314,36.79332310686782,107.0,4
3 long range performance,80.0,92.46546313718788,30.76942307466091,107.0,4
3 long range performance,80.0,92.46523298489376,29.093944370502488,107.0,4
3 long range performance,80.0,92.4650017708926,31.53325391241664,107.0,4
i5 xdrive40 touring (my25),68.68354265347011,92.4645281485421,36.96717227802631,81.2,1
mustang mach-e er awd (my25),57.51999861953483,92.46404762485469,33.95588970615601,88.0,2
emeya r,46.020372269163765,92.4635453999616,33.230153684952256,98.9,3
emeya r,46.020372269163765,92.46329911936814,29.20437899943386,98.9,3
emeya r,46.020372269163765,92.4630485657174,32.34183306651064,98.9,3
emeya r,46.020372269163765,92.46281173694804,35.6286737889432,98.9,3
emeya r,46.020372269163765,92.46256035542837,32.44394968994274,98.9,3
emeya r,46.020372269163765,92.46231338921518,30.06748085072257,98.9,3
emeya r,46.020372269163765,92.46208227089356,24.796553911484057,98.9,3
emeya r,46.020372269163765,92.46182939499532,26.697454134525493,98.9,3
emeya r,46.020372269163765,92.46159247865072,29.395757310718032,98.9,3
emeya r,46.020372269163765,92.46135891424458,26.67755889395853,98.9,3
emeya r,46.020372269163765,92.46112286760322,28.21016854679649,98.9,3
emeya r,46.020372269163765,92.46088117796218,27.51381983675604,98.9,3
emeya r,46.020372269163765,92.46063385592916,31.888075182734948,98.9,3
ev6 gt,35.452932633967826,92.46012643739974,34.92232682493301,80.0,0
ev6 gt,24.00632718654989,92.45965994084312,37.47071696229823,80.0,0
ev6 gt,24.00632718654989,92.45942177326503,28.30155524660173,80.0,0
ev6 gt,24.00632718654989,92.4591816156925,28.451344225731297,80.0,0
ev6 gt,24.00632718654989,92.4589363545348,30.82551366589827,80.0,0
ev6 gt,24.00632718654989,92.45868966149176,31.422736166669026,80.0,0
ev6 gt,24.00632718654989,92.45844420673524,30.1642401535154,80.0,0
ev6 gt,24.00632718654989,92.45819766757178,29.530394407319584,80.0,0
ev6 gt,24.00632718654989,92.45795940043078,29.16559060674213,80.0,0
ev6 gt,24.00632718654989,92.4577189611636,32.635276026392546,80.0,0
ev6 gt,24.00632718654989,92.45747077323249,30.78812793068056,80.0,0
3 long range performance,80.0,92.45678462351444,39.52068614472016,107.0,4
i5 xdrive40 touring (my25),68.74735319228199,92.45631981546634,36.80260907767584,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.4560756848415,30.34745546153749,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.45583327000824,26.50898934613864,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.45560171570222,31.20788334748084,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.45536682528,33.17032503654026,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.4551260836144,28.230451066766317,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.45488047134252,28.18882630429277,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.45464516928914,35.45696839752362,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.4544045550143,29.5828660619838,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.4541678608833,32.747988133975376,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.45393518676688,29.00550867985472,81.2,1
i5 xdrive40 touring (my25),68.74735319228199,92.4537049304926,32.30716564802718,81.2,1
mustang mach-e er awd (my25),57.86357488161592,92.45324378754782,36.71014143488831,88.0,2
emeya r,47.17087334281338,92.45274668639932,31.683924854927252,98.9,3
emeya r,47.17087334281338,92.4525119504549,27.304539116852933,98.9,3
emeya r,47.17087334281338,92.45226310400702,29.955436854861887,98.9,3
emeya r,47.17087334281338,92.4520185628287,33.030103429366186,98.9,3
emeya r,47.17087334281338,92.45177828426948,29.45746942695954,98.9,3
emeya r,47.17087334281338,92.45152877832484,28.367226176466858,98.9,3
emeya r,47.17087334281338,92.4512929602537,29.563743968868778,98.9,3
emeya r,47.17087334281338,92.45106076600229,31.899062777368272,98.9,3
emeya r,47.17087334281338,92.45081859042136,27.74093374504179,98.9,3
emeya r,47.17087334281338,92.45058677918306,30.16170875380588,98.9,3
ev6 gt,36.08572667542859,92.45009713595724,36.97632693633962,80.0,0
ev6 gt,25.162716073484805,92.4495930335794,34.48508631299378,80.0,0
ev6 gt,25.162716073484805,92.44934868887732,30.793694576106557,80.0,0
ev6 gt,25.162716073484805,92.44910030466252,27.19694001476425,80.0,0
ev6 gt,25.162716073484805,92.44886865494487,30.489486670018763,80.0,0
ev6 gt,25.162716073484805,92.44863753321812,30.34566736255531,80.0,0
ev6 gt,25.162716073484805,92.44839286386583,30.15639374028534,80.0,0
ev6 gt,25.162716073484805,92.448162392781,31.46779495329721,80.0,0
ev6 gt,25.162716073484805,92.44792672126438,27.33831081576871,80.0,0
ev6 gt,25.162716073484805,92.4476889086,32.48604592113307,80.0,0
ev6 gt,25.162716073484805,92.44744656505934,29.612788558579084,80.0,0
ev6 gt,25.162716073484805,92.44719769475928,30.68480575967215,80.0,0
ev6 gt,25.162716073484805,92.44696302456563,32.10627674324227,80.0,0
3 long range performance,80.0,92.4462625926455,38.32328150750965,107.0,4
i5 xdrive40 touring (my25),68.77067089481848,92.4458028830664,37.67326942373402,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44556510272156,30.86506860446484,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44532981696726,32.28378873171344,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.445081478031,28.734446814288106,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44483190194532,28.59660486332568,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44460136850805,30.896150691741457,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44435638685758,33.47002103923653,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44410359348932,28.34580371201292,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44385836423442,31.033759389251475,81.2,1
i5 xdrive40 touring (my25),68.77067089481848,92.44362195640446,31.30202545726528,81.2,1
mustang mach-e er awd (my25),57.53341949782296,92.44312976428196,36.13519172474702,88.0,2
emeya r,46.09429487187798,92.4426314715865,36.44824124700194,98.9,3
emeya r,46.09429487187798,92.4423954466446,29.869376348869576,98.9,3
emeya r,46.09429487187798,92.44214668731756,30.91147201384464,98.9,3
emeya r,46.09429487187798,92.4418937247143,27.56339527923497,98.9,3
emeya r,46.09429487187798,92.44166248158008,31.02321455023512,98.9,3
emeya r,46.09429487187798,92.44141154508138,31.11899376428969,98.9,3
emeya r,46.09429487187798,92.44118147856608,29.85117833359331,98.9,3
emeya r,46.09429487187798,92.4409332578941,29.24058491096129,98.9,3
emeya r,46.09429487187798,92.44069654703672,31.32924123315224,98.9,3
emeya r,46.09429487187798,92.44044613511696,28.203309466628497,98.9,3
emeya r,46.09429487187798,92.44021534904157,30.93776669170873,98.9,3
emeya r,46.09429487187798,92.43997571299576,28.66508333085357,98.9,3
ev6 gt,34.41060107486729,92.43948026902753,34.982126944861385,80.0,0
ev6 gt,24.571090671040807,92.439003414815,36.07943224248633,80.0,0
ev6 gt,24.571090671040807,92.43877270609084,32.513176836659284,80.0,0
ev6 gt,24.571090671040807,92.4385191270259,29.975810984454803,80.0,0
ev6 gt,24.571090671040807,92.43828757373971,31.08110251359475,80.0,0
ev6 gt,24.571090671040807,92.43803478515044,30.1763401527204,80.0,0
ev6 gt,24.571090671040807,92.43779835868168,30.044809836808945,80.0,0
ev6 gt,24.571090671040807,92.4375655386264,29.737384449945864,80.0,0
ev6 gt,24.571090671040807,92.43733064656202,27.68457118533473,80.0,0
ev6 gt,24.571090671040807,92.43708474012536,28.758425355914483,80.0,0
ev6 gt,24.571090671040807,92.4368329568139,30.11586409608053,80.0,0
3 long range performance,80.0,92.43616471519972,33.95885972545325,107.0,4
i5 xdrive40 touring (my25),69.58344971089724,92.43565948325131,36.36717951632201,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.43542643933228,34.890182154978206,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.43518467817832,30.391445071494605,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.434951843397,27.71772493069687,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.4347208453677,29.209055414314324,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.43448495593375,32.67834319977725,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.4342362608008,28.453640103140184,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.434001219516,31.115144824469542,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.4337513014088,29.74845911325093,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.4335151918979,30.33992631550782,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.43327981179684,28.08159712735734,81.2,1
i5 xdrive40 touring (my25),69.58344971089724,92.43303516639868,25.198779782450885,81.2,1
mustang mach-e er awd (my25),59.6899718802606,92.43257095771608,38.47378350425632,88.0,2
emeya r,49.6306015885957,92.43209375830132,35.559122038063066,98.9,3
emeya r,49.6306015885957,92.43185170294043,31.36186126780234,98.9,3
emeya r,49.6306015885957,92.43161613886669,32.79752325928678,98.9,3
emeya r,49.6306015885957,92.43136994053222,30.794555486913325,98.9,3
emeya r,49.6306015885957,92.43111783369446,26.76661174138598,98.9,3
emeya r,49.6306015885957,92.4308756546127,30.162830492176543,98.9,3
emeya r,49.6306015885957,92.43062933189182,28.08380615305006,98.9,3
emeya r,49.6306015885957,92.43039490949069,33.80642152222542,98.9,3
emeya r,49.6306015885957,92.43014457789,29.59474965262688,98.9,3
emeya r,49.6306015885957,92.4299094571652,29.450785667732383,98.9,3
emeya r,38.83929769763517,92.4294351745676,38.69283909715373,98.9,3
ev6 gt,27.262557797052363,92.42895286047248,33.725780875383776,80.0,0
ev6 gt,27.262557797052363,92.42871205327634,28.01108557583555,80.0,0
ev6 gt,27.262557797052363,92.42847044388807,27.625923944429587,80.0,0
ev6 gt,27.262557797052363,92.42822130731128,29.88996244074257,80.0,0
ev6 gt,27.262557797052363,92.42798342825488,30.122380760372728,80.0,0
ev6 gt,27.262557797052363,92.4277471472026,25.61008438918101,80.0,0
ev6 gt,27.262557797052363,92.42751088263714,27.752499844686035,80.0,0
ev6 gt,27.262557797052363,92.4272786461142,30.072765212477343,80.0,0
ev6 gt,27.262557797052363,92.42704677930332,28.776148716319643,80.0,0
ev6 gt,27.262557797052363,92.42680488860066,30.263639848117528,80.0,0
ev6 gt,27.262557797052363,92.426560816934,31.17198021538189,80.0,0
ev6 gt,27.262557797052363,92.42632416395288,30.06627690497149,80.0,0
ev6 gt,27.262557797052363,92.42608211406716,30.186726985249905,80.0,0
ev6 gt,27.262557797052363,92.42585008148416,30.755965731894182,80.0,0
ev6 gt,27.262557797052363,92.42559895218017,25.737434084230944,80.0,0
ev6 gt,27.262557797052363,92.42535985020707,29.84494285244544,80.0,0
3 long range performance,80.0,92.4246897703602,35.32245771165831,107.0,4
i5 xdrive40 touring (my25),69.60998770488982,92.42418676165322,37.50083153962821,81.2,1
i5 xdrive40 touring (my25),69.60998770488982,92.42395570067757,31.25523124167469,81.2,1
i5 xdrive40 touring (my25),69.60998770488982,92.42371681565876,29.030557410864237,81.2,1
i5 xdrive40 touring (my25),69.60998770488982,92.4234813062024,27.57493810491384,81.2,1
mustang mach-e er awd (my25),57.99202895367931,92.42297893490112,38.55168560230409,88.0,2
emeya r,46.96862643417456,92.42248472820752,35.891103140752804,98.9,3
ev6 gt,37.11303178323856,92.42197995462924,37.13289996873198,80.0,0
ev6 gt,37.11303178323856,92.4217319913993,26.35870795795023,80.0,0
ev6 gt,37.11303178323856,92.42148711403404,30.52457172020204,80.0,0
ev6 gt,37.11303178323856,92.42125363186656,32.15847100658233,80.0,0
ev6 gt,37.11303178323856,92.42101355477736,29.95041797454729,80.0,0
ev6 gt,37.11303178323856,92.42077768039772,29.8170955076375,80.0,0
ev6 gt,37.11303178323856,92.42053093712732,31.05937099532561,80.0,0
ev6 gt,37.11303178323856,92.42028628816144,29.838706702259188,80.0,0
ev6 gt,37.11303178323856,92.4200374123908,28.62209216624252,80.0,0
ev6 gt,37.11303178323856,92.41979903299044,28.79013806566696,80.0,0
ev6 gt,37.11303178323856,92.41954929107328,27.448230193236437,80.0,0
ev6 gt,37.11303178323856,92.41930969721712,29.615495641754656,80.0,0
ev6 gt,37.11303178323856,92.4190603832786,28.63194792122589,80.0,0
ev6 gt,37.11303178323856,92.41881421295535,29.57802502654654,80.0,0
ev6 gt,37.11303178323856,92.41858424509704,27.991212683468905,80.0,0
ev6 gt,37.11303178323856,92.41833941955026,30.5188358934634,80.0,0
ev6 gt,37.11303178323856,92.4180897251593,31.54534331144683,80.0,0
ev6 gt,26.97077453174458,92.4176176619445,37.08667046334912,80.0,0
3 long range performance,80.0,92.41691184098416,36.772641778808605,107.0,4
3 long range performance,80.0,92.4166737331708,34.72160542967502,107.0,4
3 long range performance,80.0,92.41644256315908,28.8695463377463,107.0,4
3 long range performance,80.0,92.41620652198851,30.6079499245708,107.0,4
i5 xdrive40 touring (my25),70.18068434361548,92.41571217408924,34.456707116031026,81.2,1
mustang mach-e er awd (my25),59.7777660219521,92.41521518080184,32.64838359306744,88.0,2
emeya r,49.816544921755984,92.4147285103738,35.20573153531528,98.9,3
emeya r,49.816544921755984,92.41449521974982,27.47339986466912,98.9,3
emeya r,49.816544921755984,92.41425665949257,25.6576209489292,98.9,3
emeya r,49.816544921755984,92.41401211292116,32.126340068300856,98.9,3
emeya r,49.816544921755984,92.41376447722452,32.896662063069364,98.9,3
emeya r,49.816544921755984,92.41352875172828,31.05321937637905,98.9,3
emeya r,49.816544921755984,92.41328298433363,31.8849391164095,98.9,3
emeya r,49.816544921755984,92.41303399076637,31.3227501149718,98.9,3
emeya r,49.816544921755984,92.41279227089696,29.503226544665804,98.9,3
emeya r,49.816544921755984,92.41254089400462,27.633796105164706,98.9,3
emeya r,49.816544921755984,92.41230365543392,29.77846539230281,98.9,3
emeya r,49.816544921755984,92.41206595377128,31.57695672315421,98.9,3
emeya r,49.816544921755984,92.4118294567039,29.86935845517927,98.9,3
emeya r,39.53903280213311,92.41135871212772,33.451909290008864,98.9,3
ev6 gt,28.121231268433387,92.41088629465926,33.55036301641658,80.0,0
ev6 gt,28.121231268433387,92.41064587774991,30.04507581672913,80.0,0
ev6 gt,28.121231268433387,92.41039928451688,32.70225383748438,80.0,0
ev6 gt,28.121231268433387,92.41016204257016,30.923460577054783,80.0,0
ev6 gt,28.121231268433387,92.40991549562702,30.57032064752368,80.0,0
ev6 gt,28.121231268433387,92.4096654443642,28.349197101356733,80.0,0
ev6 gt,28.121231268433387,92.40942405887098,34.51098630711924,80.0,0
ev6 gt,28.121231268433387,92.40918637527597,31.996529567698907,80.0,0
ev6 gt,28.121231268433387,92.40895563041823,29.706241185936825,80.0,0
ev6 gt,28.121231268433387,92.40870527084776,31.242456333558493,80.0,0
3 long range performance,80.0,92.40801872723512,38.02829676345474,107.0,4
i5 xdrive40 touring (my25),70.27560887770079,92.40754445178963,33.132084403878,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.407307686433,29.900536148828607,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40705698385074,31.07571638060281,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40682033848456,29.34457224451608,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40658530221988,29.20700144177747,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40634411052024,31.91281735491796,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.4061097601385,31.47345731182413,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40586509848318,31.411362571465645,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40561870576674,29.06635597562657,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40536689049692,28.837215851674618,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40511813803282,28.12119777670245,81.2,1
i5 xdrive40 touring (my25),70.27560887770079,92.40488503022546,30.11146514468438,81.2,1
mustang mach-e er awd (my25),58.55428516333369,92.40438524877558,33.64760450965308,88.0,2
emeya r,48.22359283055171,92.40390244368034,36.34952776274421,98.9,3
emeya r,48.22359283055171,92.40365515051523,29.46330072150305,98.9,3
emeya r,48.22359283055171,92.40340458118754,28.238100814986748,98.9,3
emeya r,48.22359283055171,92.40317147906175,33.623618832380494,98.9,3
emeya r,48.22359283055171,92.40291827400158,30.41298434252451,98.9,3
emeya r,48.22359283055171,92.40267073485798,28.34598540766133,98.9,3
emeya r,48.22359283055171,92.40243837477986,31.034793211488388,98.9,3
emeya r,48.22359283055171,92.40220393933237,31.075850170666826,98.9,3
emeya r,48.22359283055171,92.401952165941,26.777934824195544,98.9,3
emeya r,48.22359283055171,92.40171671473318,29.33169581276792,98.9,3
ev6 gt,37.57518247380105,92.40121086628407,33.52905316193153,80.0,0
ev6 gt,26.83859331347029,92.40073929595532,33.39493036784916,80.0,0
ev6 gt,26.83859331347029,92.40049889726318,31.48685472230717,80.0,0
ev6 gt,26.83859331347029,92.4002623313926,24.35774914695355,80.0,0
ev6 gt,26.83859331347029,92.40002041857832,26.70652748757887,80.0,0
ev6 gt,26.83859331347029,92.39977796957923,30.82888856109495,80.0,0
ev6 gt,26.83859331347029,92.3995368395288,29.075265669342752,80.0,0
ev6 gt,26.83859331347029,92.399299555523,33.044052457914205,80.0,0
ev6 gt,26.83859331347029,92.399052091569,31.686318530435752,80.0,0
ev6 gt,26.83859331347029,92.39880363452924,34.2722754539959,80.0,0
ev6 gt,26.83859331347029,92.39855433007448,30.23934668633978,80.0,0
ev6 gt,26.83859331347029,92.3983091587291,30.013815415671218,80.0,0
ev6 gt,26.83859331347029,92.39807738474376,26.468220400501853,80.0,0
3 long range performance,80.0,92.39738433266392,37.19558524659319,107.0,4
i5 xdrive40 touring (my25),68.22199099494964,92.39692036589588,36.64829141891624,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39668411250535,26.5892366571432,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39645104181344,26.75815723640024,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39620630445106,29.625592531343283,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39595808512216,31.424143877388406,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39571186106652,26.81753429407096,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.3954688226532,32.05876197166961,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39523490753194,29.850413911911613,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39499429559685,33.60009868310087,81.2,1
i5 xdrive40 touring (my25),68.22199099494964,92.39475075636052,29.758376083442784,81.2,1
mustang mach-e er awd (my25),58.51885848905924,92.3942817606142,36.061871659648425,88.0,2
emeya r,47.32965270600015,92.39381802835511,36.1869200145352,98.9,3
emeya r,47.32965270600015,92.39356914148988,31.87591523710626,98.9,3
emeya r,47.32965270600015,92.39331792586329,27.93623178766385,98.9,3
emeya r,47.32965270600015,92.39308361090328,31.012611827175576,98.9,3
emeya r,47.32965270600015,92.3928498029057,28.14106963730636,98.9,3
emeya r,47.32965270600015,92.39261943731138,27.56985483696837,98.9,3
emeya r,47.32965270600015,92.39236783739616,30.655974077515324,98.9,3
emeya r,47.32965270600015,92.3921324366924,31.415705919681965,98.9,3
emeya r,47.32965270600015,92.3918870000332,30.295416945412423,98.9,3
emeya r,47.32965270600015,92.39163495069722,30.28961486879616,98.9,3
emeya r,47.32965270600015,92.39138322256962,31.11326438734049,98.9,3
emeya r,47.32965270600015,92.39115279791122,32.75846443799277,98.9,3
ev6 gt,35.7260758852842,92.390685845559,33.23925547746268,80.0,0
ev6 gt,24.809512315845872,92.39022163201705,34.495749952451064,80.0,0
ev6 gt,24.809512315845872,92.38998319707102,30.83545799975629,80.0,0
ev6 gt,24.809512315845872,92.3897309553555,30.489239529121,80.0,0
ev6 gt,24.809512315845872,92.38948388583404,30.57262302777976,80.0,0
ev6 gt,24.809512315845872,92.38924823663704,26.56987363748553,80.0,0
ev6 gt,24.809512315845872,92.3890039815884,27.323519301858425,80.0,0
ev6 gt,24.809512315845872,92.38875955007532,29.180000690870937,80.0,0
ev6 gt,24.809512315845872,92.38852030906824,27.06346138542062,80.0,0
ev6 gt,24.809512315845872,92.38826802383946,31.98857621078925,80.0,0
ev6 gt,24.809512315845872,92.38802160828055,29.06612851073911,80.0,0
3 long range performance,80.0,92.38734750779426,34.113210503110224,107.0,4
i5 xdrive40 touring (my25),69.70596212369864,92.38684583921072,38.628946616888086,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38661525373394,31.42537154067028,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.3863825862059,31.539027403841423,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.3861512084349,28.043471024253343,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38591404500218,29.33035605050299,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38567769604812,27.95070207301505,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38543260757793,30.16357518913663,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38518518147524,32.36981363919575,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38493962358751,27.6108613983107,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.3846950852324,26.52525388782254,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38445437574347,24.58906497267373,81.2,1
i5 xdrive40 touring (my25),69.70596212369864,92.38422286183352,31.612723723762343,81.2,1
mustang mach-e er awd (my25),59.80412433329681,92.3837513745825,34.73607044033368,88.0,2
