model,soc,soh,battery_temp,battery_capacity_kwh,model_cluster
ev6 gt,35.40559795,96.86523934,31.19613808,80.0,0
ev6 gt,35.40559795,96.86499591,28.27379476,80.0,0
ev6 gt,35.40559795,96.86474408,25.7845823,80.0,0
ev6 gt,35.40559795,96.86449084,28.45322244,80.0,0
ev6 gt,35.40559795,96.86424796,29.74557789,80.0,0
ev6 gt,35.40559795,96.86400308,31.03673543,80.0,0
ev6 gt,35.40559795,96.86377022,28.11793074,80.0,0
ev6 gt,35.40559795,96.86352189,27.77800741,80.0,0
ev6 gt,35.40559795,96.86327287,30.27633852,80.0,0
ev6 gt,35.40559795,96.86303197,31.91648871,80.0,0
ev6 gt,35.40559795,96.86279178,30.77925475,80.0,0
ev6 gt,35.40559795,96.86255384,28.82113534,80.0,0
ev6 gt,35.40559795,96.862307,29.92900173,80.0,0
ev6 gt,35.40559795,96.86205968,30.95294668,80.0,0
ev6 gt,24.64582242,96.86156978,32.3657674,80.0,0
3 long range performance,80.0,96.86087403,28.91528664,107.0,4
3 long range performance,80.0,96.86062289,31.80711246,107.0,4
3 long range performance,80.0,96.86037201,30.18252397,107.0,4
3 long range performance,80.0,96.86012528,29.68934573,107.0,4
i5 xdrive40 touring (my25),68.73471326,96.85965912,30.35929628,81.2,1
mustang mach-e er awd (my25),57.75332095,96.85915609,30.73999271,88.0,2
emeya r,46.82566536,96.85866475,29.00036996,98.9,3
emeya r,46.82566536,96.85841995,30.81149558,98.9,3
emeya r,46.82566536,96.8581687,29.87038004,98.9,3
emeya r,46.82566536,96.85792011,32.45259843,98.9,3
emeya r,46.82566536,96.85768693,31.83684918,98.9,3
emeya r,46.82566536,96.85745673,25.05579768,98.9,3
emeya r,46.82566536,96.85722299,31.25360362,98.9,3
emeya r,46.82566536,96.85697488,30.1211177,98.9,3
emeya r,46.82566536,96.85673225,31.05188799,98.9,3
emeya r,46.82566536,96.85649572,30.78618202,98.9,3
emeya r,46.82566536,96.85625393,28.70132277,98.9,3
emeya r,46.82566536,96.85600445,31.48395898,98.9,3
emeya r,46.82566536,96.85575562,30.07623613,98.9,3
ev6 gt,35.4331621,96.85525068,32.13355361,80.0,0
ev6 gt,25.31911281,96.8547821,31.39290994,80.0,0
ev6 gt,25.31911281,96.85453114,29.33671639,80.0,0
ev6 gt,25.31911281,96.85427811,26.92149496,80.0,0
ev6 gt,25.31911281,96.8540462,30.03205597,80.0,0
ev6 gt,25.31911281,96.85380456,29.08029689,80.0,0
ev6 gt,25.31911281,96.85355757,32.79225139,80.0,0
ev6 gt,25.31911281,96.85332422,32.5750334,80.0,0
ev6 gt,25.31911281,96.85307867,29.75427388,80.0,0
ev6 gt,25.31911281,96.85283902,29.46595553,80.0,0
ev6 gt,25.31911281,96.85259128,30.81753202,80.0,0
3 long range performance,80.0,96.85192052,30.34286939,107.0,4
i5 xdrive40 touring (my25),69.83431372,96.85144549,36.37111523,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.85120834,31.08968506,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.85095441,29.86374164,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.85072225,28.68555926,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.8504826,28.21940877,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.85024168,28.9207374,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.84999735,29.57560088,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.84976548,31.04714313,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.84953199,30.52143965,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.84927873,29.75022577,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.8490274,29.66521387,81.2,1
i5 xdrive40 touring (my25),69.83431372,96.84879339,32.84933128,81.2,1
mustang mach-e er awd (my25),58.16428892,96.84830383,33.09061356,88.0,2
emeya r,47.58445814,96.8478263,31.99066751,98.9,3
emeya r,47.58445814,96.8475723,28.6571142,98.9,3
emeya r,47.58445814,96.84733914,27.76963182,98.9,3
emeya r,47.58445814,96.84708605,28.8753445,98.9,3
emeya r,47.58445814,96.8468358,28.13222954,98.9,3
emeya r,47.58445814,96.84658836,30.62826717,98.9,3
emeya r,47.58445814,96.8463465,27.88633586,98.9,3
emeya r,47.58445814,96.84610111,29.39293135,98.9,3
emeya r,47.58445814,96.8458563,30.8311178,98.9,3
emeya r,47.58445814,96.84561911,29.4814418,98.9,3
ev6 gt,37.3587613,96.84512019,29.29309354,80.0,0
ev6 gt,27.29838251,96.84463147,34.00151224,80.0,0
ev6 gt,27.29838251,96.84440092,28.35641361,80.0,0
ev6 gt,27.29838251,96.84416764,28.74747872,80.0,0
ev6 gt,27.29838251,96.84393417,28.58657282,80.0,0
ev6 gt,27.29838251,96.8436863,33.70287532,80.0,0
ev6 gt,27.29838251,96.843451,31.37866808,80.0,0
ev6 gt,27.29838251,96.84321209,29.15172074,80.0,0
ev6 gt,27.29838251,96.84297651,31.60069468,80.0,0
ev6 gt,27.29838251,96.84272309,32.27336905,80.0,0
ev6 gt,27.29838251,96.84248849,28.03016439,80.0,0
ev6 gt,27.29838251,96.84224253,28.23246729,80.0,0
ev6 gt,27.29838251,96.8419913,30.96350554,80.0,0
3 long range performance,80.0,96.84130402,32.25801397,107.0,4
i5 xdrive40 touring (my25),68.23354039,96.84083727,28.50950959,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.84059571,31.09365436,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.84034942,31.45045069,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.84010204,29.90918972,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.83985416,30.72347833,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.83961563,26.78838503,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.83938161,29.99521387,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.83912794,27.12266503,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.83887598,32.80930108,81.2,1
i5 xdrive40 touring (my25),68.23354039,96.83864485,28.51197352,81.2,1
mustang mach-e er awd (my25),58.4205284,96.8381643,29.85167647,88.0,2
emeya r,47.90825566,96.83768726,34.47797013,98.9,3
emeya r,47.90825566,96.83743938,29.31272919,98.9,3
emeya r,47.90825566,96.83718979,32.39587486,98.9,3
emeya r,47.90825566,96.83694241,28.25233856,98.9,3
emeya r,47.90825566,96.83669194,28.85582272,98.9,3
emeya r,47.90825566,96.83644748,30.96170353,98.9,3
emeya r,47.90825566,96.83621165,26.72152982,98.9,3
emeya r,47.90825566,96.83596195,29.96594302,98.9,3
emeya r,47.90825566,96.83572027,30.37481115,98.9,3
emeya r,47.90825566,96.83548409,30.28420613,98.9,3
emeya r,47.90825566,96.83524128,27.58132707,98.9,3
emeya r,47.90825566,96.83501072,29.38611793,98.9,3
ev6 gt,37.53087809,96.83450455,31.90342921,80.0,0
ev6 gt,27.67182478,96.8340206,33.15722717,80.0,0
ev6 gt,27.67182478,96.83379067,29.82150566,80.0,0
ev6 gt,27.67182478,96.83354111,28.7292316,80.0,0
ev6 gt,27.67182478,96.83330723,30.36854644,80.0,0
ev6 gt,27.67182478,96.83305677,28.37260952,80.0,0
ev6 gt,27.67182478,96.83281775,28.76260344,80.0,0
ev6 gt,27.67182478,96.83258484,28.78989682,80.0,0
ev6 gt,27.67182478,96.83234988,31.60219741,80.0,0
ev6 gt,27.67182478,96.83210434,32.51412129,80.0,0
ev6 gt,27.67182478,96.83186165,31.49358724,80.0,0
3 long range performance,80.0,96.83119988,31.05337088,107.0,4
i5 xdrive40 touring (my25),69.1240355,96.83070195,30.84245655,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.83046434,29.13177844,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.83022666,31.94840168,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82997383,33.69033434,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82974182,30.45605966,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82950098,26.45878468,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82924931,29.5259332,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.8290047,30.44988735,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82876228,32.04222913,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82851786,30.72260314,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82828784,27.68919294,81.2,1
i5 xdrive40 touring (my25),69.1240355,96.82805291,27.88237513,81.2,1
mustang mach-e er awd (my25),58.20174945,96.82755731,31.81963446,88.0,2
emeya r,46.567342,96.82706265,31.33385625,98.9,3
emeya r,46.567342,96.82681268,27.77288764,98.9,3
emeya r,46.567342,96.8265716,31.15870629,98.9,3
emeya r,46.567342,96.82633821,32.65945107,98.9,3
emeya r,46.567342,96.82608947,33.91161321,98.9,3
emeya r,46.567342,96.82585347,26.38115775,98.9,3
emeya r,46.567342,96.82561619,25.74414786,98.9,3
emeya r,46.567342,96.82536941,26.91449838,98.9,3
emeya r,46.567342,96.82512566,24.8918122,98.9,3
emeya r,46.567342,96.82487834,30.07172878,98.9,3
ev6 gt,36.57400828,96.82439813,32.04067571,80.0,0
ev6 gt,26.64372055,96.82391903,29.60487216,80.0,0
ev6 gt,26.64372055,96.82367232,29.03025701,80.0,0
ev6 gt,26.64372055,96.82341957,29.36765815,80.0,0
ev6 gt,26.64372055,96.82318889,29.12726155,80.0,0
ev6 gt,26.64372055,96.82293992,28.39557995,80.0,0
ev6 gt,26.64372055,96.82268827,27.75276896,80.0,0
ev6 gt,26.64372055,96.82244096,28.17549864,80.0,0
ev6 gt,26.64372055,96.82220806,28.66557492,80.0,0
ev6 gt,26.64372055,96.82197686,29.30092056,80.0,0
ev6 gt,26.64372055,96.82173157,29.31079594,80.0,0
ev6 gt,26.64372055,96.82149999,28.88094342,80.0,0
ev6 gt,26.64372055,96.82124812,33.85426741,80.0,0
ev6 gt,26.64372055,96.82101247,29.0798823,80.0,0
ev6 gt,26.64372055,96.82077138,29.40716193,80.0,0
ev6 gt,26.64372055,96.8205321,29.87226775,80.0,0
ev6 gt,26.64372055,96.82029907,29.7817146,80.0,0
3 long range performance,80.0,96.81963518,35.63860915,107.0,4
i5 xdrive40 touring (my25),70.1715445,96.81913641,32.85283712,81.2,1
i5 xdrive40 touring (my25),70.1715445,96.81890157,30.60796919,81.2,1
i5 xdrive40 touring (my25),70.1715445,96.81865821,30.18611933,81.2,1
i5 xdrive40 touring (my25),70.1715445,96.81841502,28.9615754,81.2,1
mustang mach-e er awd (my25),59.05883086,96.8179091,31.94047092,88.0,2
emeya r,47.70677171,96.81742783,33.67072682,98.9,3
ev6 gt,36.4332142,96.8169417,30.40559625,80.0,0
ev6 gt,36.4332142,96.81671105,26.90061281,80.0,0
ev6 gt,36.4332142,96.81646064,29.59014699,80.0,0
ev6 gt,36.4332142,96.81620852,31.25558976,80.0,0
ev6 gt,36.4332142,96.81596809,27.96709796,80.0,0
ev6 gt,36.4332142,96.81572034,30.97282191,80.0,0
ev6 gt,36.4332142,96.81547929,27.64571507,80.0,0
ev6 gt,36.4332142,96.81524345,28.86985055,80.0,0
ev6 gt,36.4332142,96.81501015,26.70493362,80.0,0
ev6 gt,36.4332142,96.814771,29.17894581,80.0,0
ev6 gt,36.4332142,96.81451974,32.01639548,80.0,0
ev6 gt,36.4332142,96.8142738,27.50324279,80.0,0
ev6 gt,36.4332142,96.8140391,28.78155409,80.0,0
ev6 gt,36.4332142,96.81379773,32.76776041,80.0,0
ev6 gt,36.4332142,96.81354425,26.97419157,80.0,0
ev6 gt,36.4332142,96.81329192,31.13692449,80.0,0
ev6 gt,36.4332142,96.81305807,29.01229751,80.0,0
ev6 gt,25.72782514,96.81258269,31.12076417,80.0,0
3 long range performance,80.0,96.81190265,32.49362378,107.0,4
3 long range performance,80.0,96.81166775,30.70984329,107.0,4
3 long range performance,80.0,96.81143462,32.17058045,107.0,4
3 long range performance,80.0,96.81118112,33.52671986,107.0,4
i5 xdrive40 touring (my25),70.20834529,96.81072119,38.10856666,81.2,1
mustang mach-e er awd (my25),59.32269632,96.81022531,33.52382707,88.0,2
emeya r,48.46082029,96.80972887,33.5257854,98.9,3
emeya r,48.46082029,96.8094765,31.66254238,98.9,3
emeya r,48.46082029,96.80923495,28.35555835,98.9,3
emeya r,48.46082029,96.80898333,30.11448301,98.9,3
emeya r,48.46082029,96.80873809,33.38639874,98.9,3
emeya r,48.46082029,96.80849467,33.39453936,98.9,3
emeya r,48.46082029,96.80825128,31.86724199,98.9,3
emeya r,48.46082029,96.80801678,26.9112792,98.9,3
emeya r,48.46082029,96.80777869,29.31758218,98.9,3
emeya r,48.46082029,96.80753952,29.19167716,98.9,3
emeya r,48.46082029,96.80729246,29.6430395,98.9,3
emeya r,48.46082029,96.8070437,31.76393851,98.9,3
emeya r,48.46082029,96.80680695,30.6893278,98.9,3
ev6 gt,37.83997954,96.8063143,32.27459888,80.0,0
ev6 gt,28.16337243,96.80581823,29.6107624,80.0,0
ev6 gt,28.16337243,96.80557836,33.94620137,80.0,0
ev6 gt,28.16337243,96.80532609,29.8964078,80.0,0
ev6 gt,28.16337243,96.80509143,33.97544682,80.0,0
ev6 gt,28.16337243,96.80484432,29.16499504,80.0,0
ev6 gt,28.16337243,96.8046111,31.76423133,80.0,0
ev6 gt,28.16337243,96.80436124,29.71740247,80.0,0
ev6 gt,28.16337243,96.8041098,28.18850119,80.0,0
ev6 gt,28.16337243,96.80386599,29.42203836,80.0,0
ev6 gt,28.16337243,96.80362877,30.58874374,80.0,0
3 long range performance,80.0,96.80292231,30.57837199,107.0,4
i5 xdrive40 touring (my25),70.26299323,96.80242509,33.8048617,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80219051,32.58356461,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80194464,29.3175051,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80170359,32.18384663,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80146389,31.84637823,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80122305,29.26117548,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80098961,26.77560281,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80074077,28.4848524,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80049788,29.69680196,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80025751,27.82115167,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.80001691,32.15745262,81.2,1
i5 xdrive40 touring (my25),70.26299323,96.79978598,27.87405314,81.2,1
mustang mach-e er awd (my25),60.5720144,96.79930551,31.97973021,88.0,2
emeya r,49.31791133,96.79882882,31.44772615,98.9,3
emeya r,49.31791133,96.79858537,25.0199325,98.9,3
emeya r,49.31791133,96.79833581,30.4978935,98.9,3
emeya r,49.31791133,96.79808931,32.32055968,98.9,3
emeya r,49.31791133,96.79783834,31.13608394,98.9,3
emeya r,49.31791133,96.79758816,31.62695274,98.9,3
emeya r,49.31791133,96.79735095,28.84320428,98.9,3
emeya r,49.31791133,96.79710332,28.18079913,98.9,3
emeya r,49.31791133,96.79687008,30.19295368,98.9,3
emeya r,49.31791133,96.79663203,29.68088305,98.9,3
ev6 gt,38.00703657,96.79613091,35.94421253,80.0,0
ev6 gt,26.468318,96.79562894,33.19100968,80.0,0
ev6 gt,26.468318,96.79537952,31.77862972,80.0,0
ev6 gt,26.468318,96.7951334,29.45956004,80.0,0
ev6 gt,26.468318,96.79489346,26.80675922,80.0,0
ev6 gt,26.468318,96.79464801,29.54635729,80.0,0
ev6 gt,26.468318,96.79440912,28.97726497,80.0,0
ev6 gt,26.468318,96.79416056,27.03839134,80.0,0
ev6 gt,26.468318,96.79392175,31.12161105,80.0,0
ev6 gt,26.468318,96.79367362,30.2076616,80.0,0
ev6 gt,26.468318,96.79342452,29.13345611,80.0,0
ev6 gt,26.468318,96.79318102,27.92602818,80.0,0
ev6 gt,26.468318,96.79294356,34.46672651,80.0,0
3 long range performance,80.0,96.79227666,33.50324621,107.0,4
i5 xdrive40 touring (my25),68.28852987,96.79180071,32.86441159,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79156275,27.78398071,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79133094,32.0921354,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79108158,29.86224435,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79083206,30.38413819,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79059044,29.69406886,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79034241,27.09798979,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.79009789,30.33304947,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.78984515,27.98795423,81.2,1
i5 xdrive40 touring (my25),68.28852987,96.78960319,28.75595883,81.2,1
mustang mach-e er awd (my25),56.87537489,96.78911666,33.81237017,88.0,2
emeya r,45.25150853,96.78864559,31.82799278,98.9,3
emeya r,45.25150853,96.78841537,30.92135708,98.9,3
emeya r,45.25150853,96.78817932,32.61107951,98.9,3
emeya r,45.25150853,96.78794535,28.48683774,98.9,3
emeya r,45.25150853,96.78769925,27.18029692,98.9,3
emeya r,45.25150853,96.787454,30.92528681,98.9,3
emeya r,45.25150853,96.78721399,30.08360443,98.9,3
emeya r,45.25150853,96.78697099,30.13378557,98.9,3
emeya r,45.25150853,96.78672376,29.04222753,98.9,3
emeya r,45.25150853,96.78647003,28.88492233,98.9,3
emeya r,45.25150853,96.78622292,29.04802246,98.9,3
emeya r,45.25150853,96.7859858,33.38399464,98.9,3
ev6 gt,34.62165297,96.78550747,31.87848302,80.0,0
ev6 gt,24.08936335,96.78501353,33.22330237,80.0,0
ev6 gt,24.08936335,96.78478201,29.97024789,80.0,0
ev6 gt,24.08936335,96.78454898,31.49124568,80.0,0
ev6 gt,24.08936335,96.78430329,30.88457155,80.0,0
ev6 gt,24.08936335,96.78405816,31.60165629,80.0,0
ev6 gt,24.08936335,96.78380702,30.45591712,80.0,0
ev6 gt,24.08936335,96.78356241,28.18891068,80.0,0
ev6 gt,24.08936335,96.7833104,29.68874409,80.0,0
ev6 gt,24.08936335,96.78306931,29.40628055,80.0,0
ev6 gt,24.08936335,96.78282727,30.240637,80.0,0
3 long range performance,80.0,96.7821445,34.91585546,107.0,4
i5 xdrive40 touring (my25),68.55306968,96.78165452,31.31580298,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.7814156,29.8356113,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.78117143,30.92763876,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.78092014,33.34634014,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.78067664,26.16300086,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.78043024,29.39559148,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.78017716,28.85554734,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.77994444,28.70118597,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.77970523,30.4345403,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.77946059,32.06840935,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.77921794,30.84121911,81.2,1
i5 xdrive40 touring (my25),68.55306968,96.7789754,27.9698121,81.2,1
mustang mach-e er awd (my25),58.40421599,96.77851167,33.84398963,88.0,2
emeya r,46.71564357,96.7780127,30.67051122,98.9,3
emeya r,46.71564357,96.77776627,30.98435414,98.9,3
emeya r,46.71564357,96.77752487,32.31717012,98.9,3
emeya r,46.71564357,96.77728512,25.10639243,98.9,3
emeya r,46.71564357,96.77705036,28.45351515,98.9,3
emeya r,46.71564357,96.77680209,31.84065023,98.9,3
emeya r,46.71564357,96.77656946,29.06047103,98.9,3
emeya r,46.71564357,96.77633416,28.93751222,98.9,3
emeya r,46.71564357,96.77608437,28.97097809,98.9,3
emeya r,46.71564357,96.77583425,29.79686404,98.9,3
ev6 gt,36.7291668,96.77535294,30.70912265,80.0,0
ev6 gt,26.1049889,96.77486695,33.2652593,80.0,0
ev6 gt,26.1049889,96.77461841,30.14869473,80.0,0
ev6 gt,26.1049889,96.77438527,32.45747951,80.0,0
ev6 gt,26.1049889,96.7741373,27.45876362,80.0,0
ev6 gt,26.1049889,96.77389504,30.56663003,80.0,0
ev6 gt,26.1049889,96.77365455,29.61046584,80.0,0
ev6 gt,26.1049889,96.77342052,30.04246792,80.0,0
ev6 gt,26.1049889,96.7731843,30.18242666,80.0,0
ev6 gt,26.1049889,96.77293964,29.68915017,80.0,0
ev6 gt,26.1049889,96.77269378,32.5545959,80.0,0
ev6 gt,26.1049889,96.77244529,30.20567777,80.0,0
ev6 gt,26.1049889,96.77220792,30.04946987,80.0,0
ev6 gt,26.1049889,96.77197364,33.02185681,80.0,0
ev6 gt,26.1049889,96.77174019,28.38301677,80.0,0
ev6 gt,26.1049889,96.77150455,32.83129784,80.0,0
ev6 gt,26.1049889,96.77125337,29.08951832,80.0,0
3 long range performance,80.0,96.7705601,32.25440166,107.0,4
i5 xdrive40 touring (my25),69.79295243,96.77009288,31.27201247,81.2,1
i5 xdrive40 touring (my25),69.79295243,96.76984786,26.38162839,81.2,1
i5 xdrive40 touring (my25),69.79295243,96.76961772,29.42161915,81.2,1
i5 xdrive40 touring (my25),69.79295243,96.76938608,29.80497429,81.2,1
mustang mach-e er awd (my25),58.70791236,96.76892242,31.35784488,88.0,2
emeya r,48.99076962,96.76845827,34.05684734,98.9,3
emeya r,38.99787555,96.76798647,31.96814458,98.9,3
emeya r,38.99787555,96.76773733,27.08268598,98.9,3
emeya r,38.99787555,96.76748647,27.79951849,98.9,3
emeya r,38.99787555,96.76724755,31.66442765,98.9,3
emeya r,38.99787555,96.76700945,29.62143541,98.9,3
emeya r,38.99787555,96.76676139,28.52567938,98.9,3
emeya r,38.99787555,96.76652951,33.87156309,98.9,3
emeya r,38.99787555,96.76627763,25.50977494,98.9,3
emeya r,38.99787555,96.76603862,31.00420904,98.9,3
emeya r,38.99787555,96.76580648,31.80881638,98.9,3
emeya r,38.99787555,96.7655557,31.68937406,98.9,3
emeya r,38.99787555,96.76531489,33.41757329,98.9,3
emeya r,38.99787555,96.76507578,35.00644399,98.9,3
emeya r,38.99787555,96.76482582,29.34596164,98.9,3
emeya r,38.99787555,96.76457228,30.58406542,98.9,3
emeya r,38.99787555,96.76432716,28.00961615,98.9,3
emeya r,38.99787555,96.76407898,31.36284809,98.9,3
ev6 gt,27.92449133,96.76360741,31.99864709,80.0,0
3 long range performance,80.0,96.76290639,32.48474047,107.0,4
3 long range performance,80.0,96.76267209,30.92613896,107.0,4
3 long range performance,80.0,96.76242628,27.9279128,107.0,4
3 long range performance,80.0,96.76219354,27.49303428,107.0,4
i5 xdrive40 touring (my25),70.3484388,96.76172421,31.66991701,81.2,1
mustang mach-e er awd (my25),59.88252125,96.76124202,32.43567169,88.0,2
emeya r,50.04514701,96.76076409,27.34019128,98.9,3
emeya r,50.04514701,96.76051723,29.72483846,98.9,3
emeya r,50.04514701,96.76027838,29.42389702,98.9,3
emeya r,50.04514701,96.76003465,28.9297477,98.9,3
emeya r,50.04514701,96.75978988,28.23782891,98.9,3
emeya r,50.04514701,96.75954118,29.51323729,98.9,3
emeya r,50.04514701,96.75930655,30.05128569,98.9,3
emeya r,50.04514701,96.75906285,28.56692097,98.9,3
emeya r,50.04514701,96.75881516,29.03835349,98.9,3
emeya r,50.04514701,96.75857774,33.53682046,98.9,3
emeya r,50.04514701,96.75832661,31.50262284,98.9,3
emeya r,50.04514701,96.75809363,29.25468958,98.9,3
emeya r,50.04514701,96.7578449,27.02215183,98.9,3
emeya r,39.71980287,96.75738099,27.05742504,98.9,3
ev6 gt,30.03975575,96.75691766,33.83080824,80.0,0
ev6 gt,30.03975575,96.75668096,28.39542352,80.0,0
ev6 gt,30.03975575,96.75644252,23.59530107,80.0,0
ev6 gt,30.03975575,96.75619662,28.84458959,80.0,0
ev6 gt,30.03975575,96.7559644,28.69913217,80.0,0
ev6 gt,30.03975575,96.75571562,29.7015359,80.0,0
ev6 gt,30.03975575,96.75548215,27.41114786,80.0,0
ev6 gt,30.03975575,96.75524198,30.51153301,80.0,0
ev6 gt,30.03975575,96.75500473,27.58333508,80.0,0
ev6 gt,30.03975575,96.75477253,32.25588904,80.0,0
3 long range performance,80.0,96.75407993,32.44959546,107.0,4
i5 xdrive40 touring (my25),69.68218384,96.75360903,31.2465071,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75337361,29.85310856,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75313864,24.05554242,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75288941,29.9674604,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.7526429,28.50660227,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75240881,30.96963465,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75215607,31.61947771,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75191079,27.96694193,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75167477,29.05749889,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75142472,30.07193557,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.7511736,32.35709428,81.2,1
i5 xdrive40 touring (my25),69.68218384,96.75092488,27.7081556,81.2,1
mustang mach-e er awd (my25),58.53345571,96.75045508,31.22223707,88.0,2
emeya r,47.14623272,96.74997669,34.5768928,98.9,3
emeya r,47.14623272,96.74972615,29.91438058,98.9,3
emeya r,47.14623272,96.74949624,29.24812644,98.9,3
emeya r,47.14623272,96.74924854,32.75066841,98.9,3
emeya r,47.14623272,96.74900443,32.67209005,98.9,3
emeya r,47.14623272,96.74877029,28.1342787,98.9,3
emeya r,47.14623272,96.74852994,27.720047,98.9,3
emeya r,47.14623272,96.74827933,28.78020473,98.9,3
emeya r,47.14623272,96.74803676,30.54635423,98.9,3
emeya r,47.14623272,96.74779497,28.82227519,98.9,3
ev6 gt,36.85924471,96.74732668,31.26591498,80.0,0
ev6 gt,25.1865143,96.7468555,31.71836188,80.0,0
ev6 gt,25.1865143,96.74661211,29.68931254,80.0,0
ev6 gt,25.1865143,96.7463695,28.99599142,80.0,0
ev6 gt,25.1865143,96.746135,30.57874963,80.0,0
ev6 gt,25.1865143,96.74589205,29.27469069,80.0,0
ev6 gt,25.1865143,96.74565429,29.906132,80.0,0
ev6 gt,25.1865143,96.74540541,28.94941212,80.0,0
ev6 gt,25.1865143,96.74515965,26.55830399,80.0,0
ev6 gt,25.1865143,96.7449268,27.49183168,80.0,0
ev6 gt,25.1865143,96.74467649,28.3079403,80.0,0
ev6 gt,25.1865143,96.7444348,30.14140337,80.0,0
ev6 gt,25.1865143,96.74418639,26.60468141,80.0,0
3 long range performance,80.0,96.74350078,34.28572812,107.0,4
i5 xdrive40 touring (my25),69.88528152,96.74301143,30.13453877,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74277865,30.4824056,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.7425299,27.92894329,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74228237,26.85885412,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.7420497,32.48475986,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74180375,32.25549575,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74156502,29.44841428,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74131875,34.91622901,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74107384,27.69071069,81.2,1
i5 xdrive40 touring (my25),69.88528152,96.74083033,26.96020017,81.2,1
mustang mach-e er awd (my25),58.80346438,96.74035591,35.15068835,88.0,2
emeya r,47.22452151,96.73986358,35.16527639,98.9,3
emeya r,47.22452151,96.73962808,30.64636181,98.9,3
